id,text,label,language
2419,Flash sale diskon 20% khusus hari ini di KerjaOnline! Buruan checkout di tinyurl.com/9fQ2zR sebelum kehabisan stok.,spam,Indonesian
2420,"Halo Hendra, terima kasih telah menghubungi kami. Tiket #INV29842 Anda sudah selesai diproses.",non-spam,Indonesian
2421,Anda terpilih mendapatkan pulsa gratis Rp150.000 dari SehatJaya. Klik win-bonus24.net untuk klaim sekarang!,spam,Indonesian
2422,Butuh dana cepat? Pinjaman online Rp50.000.000 cair dalam 5 menit tanpa jaminan! Daftar sekarang di verifikasi-akun24.com.,spam,Indonesian
2423,Pesanan Anda #INV77605 sudah dikirim dan diperkirakan tiba pada hari Selasa. Silakan cek status di akun Anda.,non-spam,Indonesian
2424,PENAWARAN TERBATAS: Modal Rp100.000 bisa untung Rp750.000 per hari. gabung grup trading kami di account-confirm.info.,spam,Indonesian
2425,"Halo Dewi, jangan lupa kita ada rapat RT akhir pekan ini. Tolong bawakan kue ya.",non-spam,Indonesian
2426,Pesanan Anda #INV74648 sudah dikirim dan diperkirakan tiba pada hari Selasa. Silakan cek status di akun Anda.,non-spam,Indonesian
2427,"Halo Fajar, jangan lupa kita ada acara keluarga akhir pekan ini. Tolong bawakan minuman ya.",non-spam,Indonesian
2428,Pesanan Anda #INV41653 sudah dikirim dan diperkirakan tiba pada hari Jumat. Silakan cek status di akun Anda.,non-spam,Indonesian
2429,Pesanan Anda #INV50023 sudah dikirim dan diperkirakan tiba pada hari Jumat. Silakan cek status di akun Anda.,non-spam,Indonesian
2430,"Halo Dedi, terima kasih telah menghubungi kami. Tiket #INV73483 Anda sudah selesai diproses.",non-spam,Indonesian
2431,Sari. paket Anda tertahan di gudang. Bayar biaya admin Rp35.000 di free-gift-claim.com untuk melanjutkan pengiriman.,spam,Indonesian
2432,"Halo Hendra, terima kasih sudah mengerjakan desainnya dengan cepat, klien sangat puas!",non-spam,Indonesian
2433,Pengingat: janji temu Anda dengan dr. Saputra pada hari Minggu pukul 3:45 PM.,non-spam,Indonesian
2434,PENTING: Akun CIMB Niaga Anda akan diblokir hari ini. Segera verifikasi data di fastpay-update.com agar tidak terjadi pemblokiran permanen.,spam,Indonesian
2435,"Halo Yuni, terima kasih sudah mengerjakan desainnya dengan cepat, klien sangat puas!",non-spam,Indonesian
2436,"Halo Yuni, jangan lupa kita ada arisan keluarga akhir pekan ini. Tolong bawakan sound system ya.",non-spam,Indonesian
2437,"Halo Fajar, terima kasih telah menghubungi kami. Tiket #INV89525 Anda sudah selesai diproses.",non-spam,Indonesian
2438,Anda terpilih mendapatkan pulsa gratis Rp100.000 dari Pinjaman Cepat. Klik tinyurl.com/9fQ2zR untuk klaim sekarang!,spam,Indonesian
2439,Sari. paket Anda tertahan di gudang. Bayar biaya admin Rp25.000 di bit.ly/2mZ7qT untuk melanjutkan pengiriman.,spam,Indonesian
2440,"Halo Nita, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 1:00 PM?",non-spam,Indonesian
2441,Butuh dana cepat? Pinjaman online Rp500.000 cair dalam 5 menit tanpa jaminan! Daftar sekarang di bit.ly/4pK1xW.,spam,Indonesian
2442,Kode OTP Anda akan segera kedaluwarsa. Konfirmasi sekarang di secure-verify-now.com untuk mengamankan akun CIMB Niaga Anda.,spam,Indonesian
2443,"Halo Arif, mengingatkan rapat kita dijadwalkan pukul 1:00 PM hari Rabu. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
2444,Flash sale diskon 70% khusus hari ini di Undian Nasional! Buruan checkout di login-secure-id.net sebelum kehabisan stok.,spam,Indonesian
2445,Tiket penerbangan Anda telah dikonfirmasi. Keberangkatan hari Senin pukul 9:00 AM. Jangan lupa check-in online.,non-spam,Indonesian
2446,Selamat Lestari! Anda mendapatkan bonus Rp5.000.000 dari Bank Sejahtera. Klaim sekarang di bit.ly/3xK9pL sebelum kadaluarsa!,spam,Indonesian
2447,"Kabar gembira, Anda terpilih mendapat hadiah motor dari undian SehatJaya. Segera hubungi claim-prize-today.net untuk verifikasi pemenang.",spam,Indonesian
2448,"Halo Rudi, mengingatkan rapat kita dijadwalkan pukul 5:00 PM hari Rabu. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
2449,Anda terpilih mendapatkan pulsa gratis Rp150.000 dari BelanjaMurah. Klik verifikasi-akun24.com untuk klaim sekarang!,spam,Indonesian
2450,Pengingat: janji temu Anda dengan dr. Andini pada hari Sabtu pukul 5:00 PM.,non-spam,Indonesian
2451,Wahyu. paket Anda tertahan di gudang. Bayar biaya admin Rp35.000 di bit.ly/2mZ7qT untuk melanjutkan pengiriman.,spam,Indonesian
2452,Pesanan Anda #INV25195 sudah dikirim dan diperkirakan tiba pada hari Senin. Silakan cek status di akun Anda.,non-spam,Indonesian
2453,"Kabar gembira, Anda terpilih mendapat hadiah motor dari undian BelanjaMurah. Segera hubungi claim-prize-today.net untuk verifikasi pemenang.",spam,Indonesian
2454,Pesanan Anda #INV66112 sudah dikirim dan diperkirakan tiba pada hari Rabu. Silakan cek status di akun Anda.,non-spam,Indonesian
2455,"Halo Rudi, jangan lupa kita ada acara keluarga akhir pekan ini. Tolong bawakan minuman ya.",non-spam,Indonesian
2456,"Halo Dedi, jangan lupa kita ada syukuran akhir pekan ini. Tolong bawakan sound system ya.",non-spam,Indonesian
2457,Promo spesial member baru! Dapatkan cashback Rp100.000 hanya dengan daftar di fastpay-update.com sekarang juga.,spam,Indonesian
2458,"Halo Sri, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 3:45 PM?",non-spam,Indonesian
2459,"Halo Yusuf, mengingatkan rapat kita dijadwalkan pukul 3:45 PM hari Kamis. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
2460,Selamat! Nomor HP Anda terpilih sebagai pemenang undian HokiJaya senilai Rp3.000.000. Hubungi free-gift-claim.com untuk klaim hadiah.,spam,Indonesian
2461,"Selamat, Anda memenangkan undian smartphone terbaru dari HokiJaya! Klaim hadiah Anda sekarang di free-gift-claim.com.",spam,Indonesian
2462,"Nasabah BCA yth, demi keamanan akun Anda, mohon segera update data di bit.ly/4pK1xW dalam 24 jam ke depan.",spam,Indonesian
2463,Lowongan kerja online! Cukup like & subscribe video. gaji harian Rp150.000 cair tiap hari. Daftar di claim-prize-today.net.,spam,Indonesian
2464,"Halo Joko, selamat ulang tahun! Semoga harimu menyenangkan bersama keluarga dan teman-teman.",non-spam,Indonesian
2465,Tagihan kartu kredit Anda menunggak. Hindari denda dengan membayar segera melalui link resmi bit.ly/3xK9pL.,spam,Indonesian
2466,"Nasabah BNI yth, demi keamanan akun Anda, mohon segera update data di klaim-hadiah.net dalam 24 jam ke depan.",spam,Indonesian
2467,PENAWARAN TERBATAS: Modal Rp50.000 bisa untung Rp1.000.000 per hari. gabung grup trading kami di bit.ly/3xK9pL.,spam,Indonesian
2468,Tagihan kartu kredit Anda menunggak. Hindari denda dengan membayar segera melalui link resmi fastpay-update.com.,spam,Indonesian
2469,PENAWARAN TERBATAS: Modal Rp100.000 bisa untung Rp5.000.000 per hari. gabung grup trading kami di verifikasi-akun24.com.,spam,Indonesian
2470,Selamat! Nomor HP Anda terpilih sebagai pemenang undian SehatJaya senilai Rp50.000.000. Hubungi login-secure-id.net untuk klaim hadiah.,spam,Indonesian
2471,Lowongan kerja online! Cukup like & subscribe video. gaji harian Rp200.000 cair tiap hari. Daftar di claim-prize-today.net.,spam,Indonesian
2472,Investasi Rp100.000 jadi Rp2.000.000 hanya dalam seminggu! Bergabung sekarang di free-gift-claim.com. kuota terbatas!,spam,Indonesian
2473,Lowongan kerja online! Cukup like & subscribe video. gaji harian Rp150.000 cair tiap hari. Daftar di win-bonus24.net.,spam,Indonesian
2474,"Halo Budi, jangan lupa kita ada ulang tahun adik akhir pekan ini. Tolong bawakan kursi lipat ya.",non-spam,Indonesian
2475,"Halo Andi, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 5:00 PM?",non-spam,Indonesian
2476,Anda terpilih mendapatkan pulsa gratis Rp50.000 dari Undian Nasional. Klik bit.ly/3xK9pL untuk klaim sekarang!,spam,Indonesian
2477,Kode OTP Anda akan segera kedaluwarsa. Konfirmasi sekarang di cek-saldo-now.info untuk mengamankan akun BRI Anda.,spam,Indonesian
2478,Lowongan kerja online! Cukup like & subscribe video. gaji harian Rp150.000 cair tiap hari. Daftar di verifikasi-akun24.com.,spam,Indonesian
2479,Selamat Ratna! Anda mendapatkan bonus Rp25.000.000 dari AmanNet. Klaim sekarang di win-bonus24.net sebelum kadaluarsa!,spam,Indonesian
2480,Tiket penerbangan Anda telah dikonfirmasi. Keberangkatan hari Senin pukul 10:30 AM. Jangan lupa check-in online.,non-spam,Indonesian
2481,Pesanan Anda #INV77889 sudah dikirim dan diperkirakan tiba pada hari Selasa. Silakan cek status di akun Anda.,non-spam,Indonesian
2482,"Halo Joko, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 2:15 PM?",non-spam,Indonesian
2483,Anda terpilih mendapatkan pulsa gratis Rp150.000 dari Bank Sejahtera. Klik account-confirm.info untuk klaim sekarang!,spam,Indonesian
2484,Investasi Rp100.000 jadi Rp15.000.000 hanya dalam seminggu! Bergabung sekarang di win-bonus24.net. kuota terbatas!,spam,Indonesian
2485,Pengingat: janji temu Anda dengan dr. Wijaya pada hari Sabtu pukul 3:45 PM.,non-spam,Indonesian
2486,Pesanan Anda #INV55121 sudah dikirim dan diperkirakan tiba pada hari Minggu. Silakan cek status di akun Anda.,non-spam,Indonesian
2487,Arif. paket Anda tertahan di gudang. Bayar biaya admin Rp15.000 di bit.ly/3xK9pL untuk melanjutkan pengiriman.,spam,Indonesian
2488,Selamat! Nomor HP Anda terpilih sebagai pemenang undian AmanNet senilai Rp10.000.000. Hubungi tinyurl.com/9fQ2zR untuk klaim hadiah.,spam,Indonesian
2489,Selamat Sri! Anda mendapatkan bonus Rp500.000 dari Bank Sejahtera. Klaim sekarang di claim-prize-today.net sebelum kadaluarsa!,spam,Indonesian
2490,Lowongan kerja online! Cukup like & subscribe video. gaji harian Rp200.000 cair tiap hari. Daftar di free-gift-claim.com.,spam,Indonesian
2491,"Halo Dimas, saya lampirkan invoice untuk layanan bulan lalu. Mohon ditinjau dan kabari jika ada yang perlu diklarifikasi.",non-spam,Indonesian
2492,Kode OTP Anda akan segera kedaluwarsa. Konfirmasi sekarang di bit.ly/4pK1xW untuk mengamankan akun BNI Anda.,spam,Indonesian
2493,Pesanan Anda #INV62390 sudah dikirim dan diperkirakan tiba pada hari Rabu. Silakan cek status di akun Anda.,non-spam,Indonesian
2494,PENTING: Akun BRI Anda akan diblokir hari ini. Segera verifikasi data di bit.ly/4pK1xW agar tidak terjadi pemblokiran permanen.,spam,Indonesian
2495,Butuh dana cepat? Pinjaman online Rp7.500.000 cair dalam 5 menit tanpa jaminan! Daftar sekarang di fastpay-update.com.,spam,Indonesian
2496,Anda terpilih mendapatkan pulsa gratis Rp50.000 dari Bank Sejahtera. Klik klaim-hadiah.net untuk klaim sekarang!,spam,Indonesian
2497,Pesanan Anda #INV38717 sudah dikirim dan diperkirakan tiba pada hari Kamis. Silakan cek status di akun Anda.,non-spam,Indonesian
2498,Akun media sosial Anda terindikasi melanggar kebijakan. Verifikasi sekarang juga di bit.ly/3xK9pL agar tidak dihapus permanen.,spam,Indonesian
2499,"Halo Lestari, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 9:00 AM?",non-spam,Indonesian
2500,Kode OTP Anda akan segera kedaluwarsa. Konfirmasi sekarang di verifikasi-akun24.com untuk mengamankan akun CIMB Niaga Anda.,spam,Indonesian
2501,"Halo Wahyu, mengingatkan rapat kita dijadwalkan pukul 3:45 PM hari Minggu. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
2502,Lowongan kerja online! Cukup like & subscribe video. gaji harian Rp300.000 cair tiap hari. Daftar di bit.ly/3xK9pL.,spam,Indonesian
2503,Selamat! Nomor HP Anda terpilih sebagai pemenang undian Pinjaman Cepat senilai Rp7.500.000. Hubungi free-gift-claim.com untuk klaim hadiah.,spam,Indonesian
2504,"Halo Dimas, mengingatkan rapat kita dijadwalkan pukul 1:00 PM hari Kamis. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
2505,"Halo Wahyu, selamat ulang tahun! Semoga harimu menyenangkan bersama keluarga dan teman-teman.",non-spam,Indonesian
2506,"Halo Lestari, jangan lupa kita ada syukuran akhir pekan ini. Tolong bawakan kue ya.",non-spam,Indonesian
2507,"Halo Siti, saya lampirkan invoice untuk layanan bulan lalu. Mohon ditinjau dan kabari jika ada yang perlu diklarifikasi.",non-spam,Indonesian
2508,Selamat datang bonus member baru! Klaim saldo gratis Rp50.000 di klaim-hadiah.net hari ini juga.,spam,Indonesian
2509,"Halo Rina, mengingatkan rapat kita dijadwalkan pukul 2:15 PM hari Minggu. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
2510,"Halo Dedi, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 10:30 AM?",non-spam,Indonesian
2511,Flash sale diskon 70% khusus hari ini di Undian Nasional! Buruan checkout di win-bonus24.net sebelum kehabisan stok.,spam,Indonesian
2512,PENAWARAN TERBATAS: Modal Rp100.000 bisa untung Rp1.000.000 per hari. gabung grup trading kami di account-confirm.info.,spam,Indonesian
2513,Selamat datang bonus member baru! Klaim saldo gratis Rp75.000 di account-confirm.info hari ini juga.,spam,Indonesian
2514,"Halo Dedi, mengingatkan rapat kita dijadwalkan pukul 10:30 AM hari Sabtu. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
2515,Pesanan Anda #INV22362 sudah dikirim dan diperkirakan tiba pada hari Jumat. Silakan cek status di akun Anda.,non-spam,Indonesian
2516,"Halo Joko, mengingatkan rapat kita dijadwalkan pukul 10:30 AM hari Sabtu. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
2517,Kode OTP Anda akan segera kedaluwarsa. Konfirmasi sekarang di win-bonus24.net untuk mengamankan akun BCA Anda.,spam,Indonesian
2518,PENAWARAN TERBATAS: Modal Rp100.000 bisa untung Rp25.000.000 per hari. gabung grup trading kami di win-bonus24.net.,spam,Indonesian
2519,"Halo Eko, jangan lupa kita ada rapat RT akhir pekan ini. Tolong bawakan minuman ya.",non-spam,Indonesian
2520,Pesanan Anda #INV52270 sudah dikirim dan diperkirakan tiba pada hari Selasa. Silakan cek status di akun Anda.,non-spam,Indonesian
2521,"Halo Budi, terima kasih telah menghubungi kami. Tiket #INV38765 Anda sudah selesai diproses.",non-spam,Indonesian
2522,Flash sale diskon 60% khusus hari ini di Undian Nasional! Buruan checkout di klaim-hadiah.net sebelum kehabisan stok.,spam,Indonesian
2523,Pengingat: janji temu Anda dengan dr. Hartono pada hari Kamis pukul 9:00 AM.,non-spam,Indonesian
2524,Butuh dana cepat? Pinjaman online Rp50.000.000 cair dalam 5 menit tanpa jaminan! Daftar sekarang di secure-verify-now.com.,spam,Indonesian
2525,Selamat! Nomor HP Anda terpilih sebagai pemenang undian Bank Sejahtera senilai Rp5.000.000. Hubungi promo-spesial24.com untuk klaim hadiah.,spam,Indonesian
2526,"Kabar gembira, Anda terpilih mendapat hadiah motor dari undian Undian Nasional. Segera hubungi account-confirm.info untuk verifikasi pemenang.",spam,Indonesian
2527,PENAWARAN TERBATAS: Modal Rp50.000 bisa untung Rp50.000.000 per hari. gabung grup trading kami di promo-spesial24.com.,spam,Indonesian
2528,Kode OTP Anda akan segera kedaluwarsa. Konfirmasi sekarang di promo-spesial24.com untuk mengamankan akun BCA Anda.,spam,Indonesian
2529,Buruan. slot terbatas! Daftar member AmanNet sekarang dan menangkan jackpot hingga Rp2.000.000 setiap hari.,spam,Indonesian
2530,Pesanan Anda #INV42976 sudah dikirim dan diperkirakan tiba pada hari Sabtu. Silakan cek status di akun Anda.,non-spam,Indonesian
2531,Pengingat: janji temu Anda dengan dr. Hartono pada hari Sabtu pukul 9:00 AM.,non-spam,Indonesian
2532,Pengingat: janji temu Anda dengan dr. Saputra pada hari Minggu pukul 1:00 PM.,non-spam,Indonesian
2533,Tagihan kartu kredit Anda menunggak. Hindari denda dengan membayar segera melalui link resmi account-confirm.info.,spam,Indonesian
2534,Butuh dana cepat? Pinjaman online Rp7.500.000 cair dalam 5 menit tanpa jaminan! Daftar sekarang di secure-verify-now.com.,spam,Indonesian
2535,Selamat Indah! Anda mendapatkan bonus Rp500.000 dari KoinMaju. Klaim sekarang di tinyurl.com/9fQ2zR sebelum kadaluarsa!,spam,Indonesian
2536,Pengingat: janji temu Anda dengan dr. Saputra pada hari Senin pukul 3:45 PM.,non-spam,Indonesian
2537,"Halo Dimas, terima kasih telah menghubungi kami. Tiket #INV60510 Anda sudah selesai diproses.",non-spam,Indonesian
2538,Flash sale diskon 40% khusus hari ini di SehatJaya! Buruan checkout di cek-saldo-now.info sebelum kehabisan stok.,spam,Indonesian
2539,"Selamat, Anda memenangkan undian smartphone terbaru dari KoinMaju! Klaim hadiah Anda sekarang di account-confirm.info.",spam,Indonesian
2540,Pengingat: janji temu Anda dengan dr. Hartono pada hari Senin pukul 3:45 PM.,non-spam,Indonesian
2541,Buruan. slot terbatas! Daftar member TokoHemat sekarang dan menangkan jackpot hingga Rp750.000 setiap hari.,spam,Indonesian
2542,"Halo Lestari, terima kasih telah menghubungi kami. Tiket #INV97954 Anda sudah selesai diproses.",non-spam,Indonesian
2543,Pengingat: janji temu Anda dengan dr. Andini pada hari Minggu pukul 3:45 PM.,non-spam,Indonesian
2544,Pengingat: janji temu Anda dengan dr. Saputra pada hari Sabtu pukul 5:00 PM.,non-spam,Indonesian
2545,"Halo Dimas, mengingatkan rapat kita dijadwalkan pukul 1:00 PM hari Jumat. Mohon konfirmasi kehadirannya ya.",non-spam,Indonesian
2546,Selamat! Nomor HP Anda terpilih sebagai pemenang undian Undian Nasional senilai Rp7.500.000. Hubungi cek-saldo-now.info untuk klaim hadiah.,spam,Indonesian
2547,Selamat! Nomor HP Anda terpilih sebagai pemenang undian BelanjaMurah senilai Rp7.500.000. Hubungi account-confirm.info untuk klaim hadiah.,spam,Indonesian
2548,"Halo Budi, jangan lupa kita ada acara keluarga akhir pekan ini. Tolong bawakan minuman ya.",non-spam,Indonesian
2549,"Halo Dewi, jadi makan malam nanti malam kan? Kabari aku jam berapa ya.",non-spam,Indonesian
2550,"Halo Ratna, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 5:00 PM?",non-spam,Indonesian
2551,PENAWARAN TERBATAS: Modal Rp100.000 bisa untung Rp7.500.000 per hari. gabung grup trading kami di verifikasi-akun24.com.,spam,Indonesian
2552,Selamat! Nomor HP Anda terpilih sebagai pemenang undian KerjaOnline senilai Rp500.000. Hubungi bit.ly/3xK9pL untuk klaim hadiah.,spam,Indonesian
2553,Buruan. slot terbatas! Daftar member BelanjaMurah sekarang dan menangkan jackpot hingga Rp15.000.000 setiap hari.,spam,Indonesian
2554,"Halo Maya, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 10:30 AM?",non-spam,Indonesian
2555,Buruan. slot terbatas! Daftar member TokoHemat sekarang dan menangkan jackpot hingga Rp7.500.000 setiap hari.,spam,Indonesian
2556,Pesanan Anda #INV53786 sudah dikirim dan diperkirakan tiba pada hari Selasa. Silakan cek status di akun Anda.,non-spam,Indonesian
2557,"Halo Yusuf, terima kasih sudah mengerjakan desainnya dengan cepat, klien sangat puas!",non-spam,Indonesian
2558,"Halo Lestari, bisa tolong cek dokumen terlampir sebelum rapat kita pukul 10:30 AM?",non-spam,Indonesian
2559,Kode OTP Anda akan segera kedaluwarsa. Konfirmasi sekarang di promo-spesial24.com untuk mengamankan akun BNI Anda.,spam,Indonesian
2560,"Halo Dimas, terima kasih telah menghubungi kami. Tiket #INV97614 Anda sudah selesai diproses.",non-spam,Indonesian
2561,Anda terpilih mendapatkan pulsa gratis Rp150.000 dari AmanNet. Klik free-gift-claim.com untuk klaim sekarang!,spam,Indonesian
2562,"Halo Agus, selamat ulang tahun! Semoga harimu menyenangkan bersama keluarga dan teman-teman.",non-spam,Indonesian
